crime_density,crime_trend,crime_type_violence_ratio,transit_lines_nearby,transit_frequency,street_connectivity,avg_lighting_quality,crowd_density,weather_visibility,hour_of_day,day_of_week,is_holiday,route_length_km,num_intersections
0.4159066115835902,0.14855909754775826,0.3031326515178518,10,21.52979825459737,0.6496049361997056,66.57032165170943,27.977873249678375,8.289514825427943,12,6,0,19.564045849222836,68
0.7505035404552458,-0.46333931158285196,0.33702288311289713,5,6.946370187444663,0.36324524640140443,28.911544251234513,22.192284633136513,9.395277517376442,23,2,1,6.690061000781448,22
0.9580589306527244,-0.05095552395676352,0.4957856567423933,12,35.666573323589404,0.2033666378867125,30.32308381936185,6.654871129500288,3.3347591763046456,23,6,0,10.69451664244296,30
0.36058812309347416,0.05036853596708471,0.5023669478008788,6,18.950968467964277,0.8530954773954004,79.68999688735609,37.701927077444125,9.33769482471362,6,0,1,6.611797704249435,34
0.29930187961898,0.07366249204095227,0.3502663048132118,8,15.03290896737786,0.241647475122498,35.085605719958004,42.13614335143474,7.156613425631029,23,1,0,9.975342479043185,21
0.7468723571952646,-0.07632329690550117,0.5590773707373549,5,22.21391029400437,0.5866118728034024,69.29658040936863,88.69576006070237,8.442042094816244,8,2,0,3.010334108587995,15
0.10457876777686213,-0.1887602102438113,0.04523647105784079,5,14.089729280342077,0.6271092097199863,34.54803500575495,25.71948914602406,6.375090852839068,3,5,0,6.069485848195523,36
0.4527921310714597,0.045193480318055146,0.623362496829553,5,15.574597406062797,0.7779120943837002,27.270171193915377,23.835606122574436,7.250413339372308,0,3,0,16.946755262539916,53
0.42816694999022037,-0.07272067317980989,0.41583068019365343,7,26.212223844248804,0.2103475375835341,71.24720919720546,66.3202744018729,10.0,9,1,0,9.220896580249622,23
0.1221056844598904,-0.5567948055355393,0.19463815435551324,10,35.23539591800832,0.5970001942902836,33.42993133975748,18.3615036749661,8.968305020063918,23,5,0,1.885384156944355,8
0.3352941970581661,-0.2315666796912257,0.40700804263399337,4,11.83432119433149,0.6827885158976088,81.69671527554202,54.63367838684658,4.94490318507538,10,0,0,0.8759626974997264,18
0.39149563238027935,0.16467130824663392,0.383862145359244,9,23.18644539035463,0.70688835073109,65.56454994612412,35.839909303961626,8.666875978221912,13,2,0,2.409696272977878,15
0.4322914512152823,-0.025759418081383666,0.525059354485225,5,16.854732433415222,0.10706761271194852,34.54291698411419,17.55943124578898,4.506557852394508,0,6,0,10.328967241160989,22
0.1015318264114354,0.47007295031140794,0.3780803394950295,7,27.865915242149086,0.852015672781011,72.28923887207368,18.21358454354085,7.952396818358375,15,6,0,2.8116935305277657,22
0.21430413526796746,0.15619750599769186,0.32481670665990797,9,25.985490042057172,0.9553554171315095,63.24137210451792,98.88491520833207,6.311044717102382,7,0,0,1.9595320278304853,15
0.439104901113946,0.34692776581731016,0.34928134281207057,3,13.133884263813748,0.6512185607634998,11.432770053953314,24.146174359946436,7.8161776344251725,1,6,0,13.357457619033271,20
0.8141717901707481,-0.09174433013247607,0.558647286756899,6,14.766086764754032,0.36853036822319357,22.86033349045492,1.7468370449979265,8.969674204406454,1,2,0,2.0126215197666597,10
0.32393802375002884,-0.14793056638811153,0.545968450251238,9,20.116499550623594,0.5146415216271252,15.951997209115213,27.25555329415922,3.18637369933643,3,1,0,4.852558838869601,23
0.27878610118451724,0.014585949795043266,0.15783641772726256,9,28.006312043041156,0.25633572211067424,77.8673128314013,38.99208528116356,7.6459748881007386,15,0,0,3.4564873310805178,12
0.3386526616129886,-0.1177025939445336,0.43304150638180905,8,18.66790287969255,0.7408318385164253,83.60062607732283,87.28615384249638,9.37016605432646,9,2,1,7.570865217154085,38
0.550734093638082,0.061461331714423535,0.43082534443313797,5,26.267778872886538,0.7267859644389131,41.96262764894184,27.29089880986323,7.7755870446211715,23,5,0,6.460217619297718,25
0.02109883101249459,-0.28509766164883715,0.23974998491539193,10,18.52865911663774,0.3639787776046163,49.263545105466434,11.82265021532115,6.743606675527021,22,1,0,10.575996826369447,17
0.32739143042756774,-0.14230308867512753,0.42085253516574495,7,21.461165222482112,0.5734508490991549,12.911135351356092,13.38980223407269,5.884212205083019,1,2,0,6.425799765979265,30
0.09419735683980383,-0.019299126095973344,0.3113486369116634,8,11.137547610527413,0.5949127817764083,91.3223508665255,68.88796639881687,6.588205423457443,17,1,0,11.842295509084387,41
0.13973401639665312,-0.5993208973181987,0.27481724850692035,17,38.10066923896888,0.28759907040824795,70.06885400240796,95.21900763903096,5.4458539182531105,10,2,0,7.098537278219724,34
0.15778184909525783,0.14847707180826936,0.5742213490950663,13,34.32016465101846,0.5945967521700215,74.39344770850833,49.77886845702523,10.0,15,5,0,3.533007259391973,24
0.8512007463261824,0.05444076899370833,0.6094764969653017,6,18.769283076487596,0.6375395000724804,23.271288093886742,7.055142875439961,5.462761679635432,22,5,0,13.401676133900251,31
0.4460286798058089,-0.32266383816425886,0.25929760643128885,6,19.86723574450916,0.9128497703092002,55.240972702987996,62.11655285684085,8.164245449524305,9,1,0,8.09472341770644,34
0.463170511968706,0.6509966001664356,0.375437448270974,3,16.383595833497353,0.7862953058852359,63.55289939297006,51.50003862767565,5.117641794245554,8,0,0,7.545837429972108,33
0.2974229067219193,-0.4251553014230913,0.2647239440106677,7,24.67168185907818,0.6808863232906284,35.64419306165009,27.588225810547552,9.040694153335856,5,6,0,10.006494011086682,43
0.22653781105580184,-0.15325759650503568,0.20745855927861523,10,23.114283694953524,0.37566619973839865,85.28761023968005,48.24678023224316,6.544378622343997,13,5,0,8.02734270547819,37
0.17834520523962888,-0.35983361016901205,0.11336922510868155,9,34.260650002503255,0.3236134297361447,73.05741966976237,77.18316796697962,8.081103360531115,9,0,0,4.576944354320508,24
0.7440848665450124,-0.5911720385499425,0.6366487127145292,7,32.209106494060165,0.5336738790578616,11.605571017423621,26.55468406223155,5.449958401162689,22,6,0,10.010236650656356,20
0.2591048422917743,0.6156937868608184,0.40945496426922,10,23.548445970695138,0.4887431562928778,74.29281360372681,33.78705512517603,10.0,12,4,0,4.019609860798233,17
0.12908791265166664,-0.3179741003040332,0.0381287546149873,8,25.495417330264598,0.43519530830272984,15.165133409247165,7.51168108538174,6.2634685949751505,0,5,0,6.30261845979722,20
0.43006840353255704,-0.08882491305569792,0.4066846212576965,14,47.7705425305186,0.18087417901043826,52.615333909773035,33.29639849151569,8.779486026313021,6,3,0,6.7994870751864855,26
0.5986218505634204,0.14705174133271443,0.4730301553077505,8,26.522898660783607,0.5231839310519149,19.42655565073987,12.991473021448034,7.0403784349539,2,5,0,3.91412794271377,9
0.15886971341194583,-0.2938807168480223,0.13299345401324386,9,44.39071555433191,0.785477152123022,86.28946620367016,29.107090962475755,8.173414491884678,6,0,0,8.760864562951715,33
0.3488033044428154,0.18763737360785646,0.25810419449494376,12,41.5483791341291,0.6223796554007085,63.592943537102215,44.83726870118184,8.752278569630628,13,1,0,5.63069008329205,17
0.2135692929312139,0.1743707555448505,0.291975625831942,9,37.99691817725298,0.8358696557137912,59.0763217743317,94.11410637192589,8.426609455777388,19,4,1,15.158955155793132,51
0.3592022582384034,0.6353067823553158,0.27169771804019427,11,19.5563412927718,0.42920648724484867,14.04868013344367,0.0,4.999691035230022,21,2,0,16.329090519603483,23
0.07881862997411222,0.32910724986242484,0.13138706364960182,9,28.70597057445882,0.49268757500118804,67.56295851210348,97.28839736385441,9.955562891541485,9,0,0,8.758899358775407,30
0.17995335299156426,-1.0,0.29762044591166203,9,18.203812448492975,0.7026067176548958,67.3222508954559,49.72295877165137,7.220738267408818,9,3,1,2.403858933655493,16
0.18250441789387828,-0.17210344370147698,0.3309656707930044,13,29.96842618600542,0.4779534771173004,60.86483333521455,32.53979656442289,9.350693467532905,13,4,0,2.16361938401953,23
0.19040520096701913,-0.007778705419348684,0.27867710039061466,9,25.003365135743977,0.4060316689108097,38.635456170371704,7.475687536614305,8.023503145469098,21,5,0,11.508693001306657,47
0.9600433936459216,-0.06419690464024395,0.6556375168809389,2,10.714443868202105,0.4445897133152916,11.769869768876955,9.332819446149491,7.340832723468527,22,1,0,3.7970411088591574,18
0.482060264418008,-0.5673036419007076,0.4522361781351291,13,46.23606305147989,0.6933020154891009,38.983578274695475,39.22592789817299,8.870468397262625,20,5,0,1.6965228728753892,22
0.3941221612766609,-0.3446064591774066,0.3953731390702847,4,12.279147655384726,0.3574683404994162,70.48025377313444,36.70224688248604,6.173780716467869,13,5,0,6.343470901657167,22
0.6067471884523007,-0.08739667322714072,0.4768621712692732,0,9.351814296649,0.7248132121016331,70.32422052482391,99.18311683144412,4.439508244427291,10,0,0,4.0089936838355325,23
0.6556015497254107,-0.1625576109333886,0.5264355190503061,11,30.830723138653035,0.3726578637138742,16.014303433494405,34.8155235089271,2.451419251088425,2,2,0,2.029135557258427,14
0.4899116954243594,0.5841745270095976,0.5076553172118682,6,17.38358177665859,0.8690307792590518,15.653329724393279,9.769151131639365,7.012697636825549,22,1,0,6.206887327366568,41
0.8402586538946095,0.13890608498498608,0.39403836760579825,6,20.299475862919653,0.686294174130876,38.490061866707656,4.9066774382481775,10.0,22,0,0,2.3926676339354156,20
0.28254128749595864,-0.17092116331515383,0.6098874566106518,7,32.00118811141237,0.24076157559151626,70.34633962926713,30.563720349370577,5.912558130741432,16,0,0,6.375313425376636,22
